Temperature,Humidity,Pressure,Precipitation
50.0,82.74,29.76,0
48.92,89.74,29.78,0
48.92,86.14,29.76,0
48.92,83.23,29.78,0
48.92,83.23,29.76,0
48.02,86.08,29.75,0
48.02,82.6,29.76,0
46.94,83.1,29.76,0
46.94,79.7,29.72,0
46.04,76.34,29.7,0
46.04,79.07,29.7,0
46.04,79.07,29.7,0
46.94,79.7,29.71,0
48.02,82.6,29.69,0
48.92,83.23,29.72,0
48.02,89.09,29.69,0
48.02,92.81,29.63,1
48.02,92.81,29.58,1
50.0,92.87,29.55,1
51.08,92.29,29.52,1
51.98,89.27,29.5,1
51.98,92.94,29.49,1
51.98,92.94,29.46,1
51.98,92.94,29.42,1
53.06,92.97,29.38,1
53.06,96.11,29.39,1
53.96,96.76,29.37,1
53.06,92.97,29.37,1
53.06,92.97,29.33,1
53.06,92.97,29.32,1
51.98,96.73,29.31,1
50.0,96.06,29.33,0
50.0,92.87,29.36,0
48.92,89.74,29.38,0
48.92,83.23,29.42,0
48.92,77.15,29.44,0
50.0,71.08,29.46,0
53.06,63.48,29.48,0
55.94,57.16,29.49,0
59.0,49.1,29.49,0
59.0,42.03,29.49,0
59.0,38.85,29.49,0
62.96,29.85,29.48,0
62.96,23.38,29.47,0
62.96,22.51,29.49,0
62.96,23.38,29.5,0
60.08,27.07,29.5,0
59.0,29.2,29.51,0
57.92,31.73,29.53,0
57.02,35.55,29.54,0
55.94,43.36,29.53,0
55.04,48.48,29.52,0
53.96,46.6,29.51,0
51.98,52.32,29.51,0
51.98,54.22,29.51,1
50.0,65.81,29.51,1
48.92,68.51,29.49,0
48.02,73.39,29.49,1
48.02,79.79,29.49,1
50.0,68.16,29.48,0
51.08,68.29,29.47,0
53.06,60.88,29.47,0
51.08,68.29,29.47,1
51.08,65.48,29.46,1
48.92,63.39,29.46,0
50.0,60.89,29.47,0
51.98,52.32,29.47,0
53.06,48.16,29.46,0
53.96,50.42,29.46,0
51.98,50.11,29.48,0
51.08,56.05,29.48,1
51.08,54.09,29.49,0
50.0,58.34,29.53,0
48.92,63.39,29.53,1
48.92,58.61,29.54,0
48.92,60.74,29.54,0
48.02,62.82,29.54,0
48.02,62.82,29.53,1
46.94,63.13,29.52,0
46.04,60.34,29.53,0
46.04,57.77,29.55,0
44.96,60.19,29.57,0
44.96,65.17,29.59,0
42.98,52.84,29.62,0
44.06,44.97,29.63,0
44.96,43.46,29.64,0
46.94,38.53,29.64,0
48.02,38.71,29.63,0
46.94,41.86,29.63,0
46.94,38.53,29.62,0
48.02,37.0,29.61,0
48.92,37.43,29.62,1
48.92,37.43,29.64,0
48.02,38.71,29.66,0
46.94,40.32,29.69,0
46.04,38.09,29.73,0
44.96,41.53,29.77,0
44.96,41.53,29.8,0
44.96,41.53,29.82,0
44.06,41.06,29.83,0
42.98,44.79,29.85,0
42.08,46.37,29.86,0
42.08,48.52,29.86,0
41.0,52.53,29.88,0
41.0,52.53,29.91,0
41.0,52.53,29.94,0
39.92,54.78,29.96,0
41.0,52.53,29.99,0
44.06,46.7,29.99,0
48.02,38.71,29.98,0
48.92,37.43,29.99,0
53.06,30.69,29.99,0
55.94,27.63,29.97,0
57.02,27.81,29.95,0
59.0,24.75,29.93,0
60.08,27.07,29.89,0
57.02,31.35,29.89,0
53.06,44.48,29.9,0
53.06,50.28,29.9,0
51.98,56.59,29.89,0
53.06,54.38,29.9,0
53.06,56.34,29.91,0
53.96,54.52,29.89,0
53.96,52.62,29.89,0
53.96,50.42,29.88,0
51.98,52.32,29.86,0
51.98,54.22,29.84,0
53.96,50.42,29.81,0
50.0,71.08,29.81,1
51.08,63.23,29.81,0
51.98,63.34,29.82,0
51.98,56.59,29.83,1
51.08,68.29,29.85,1
50.0,79.95,29.85,1
51.08,79.49,29.84,1
59.0,66.91,29.87,0
64.04,53.77,29.88,0
66.02,48.51,29.88,0
68.0,43.49,29.85,0
71.96,36.73,29.84,0
71.06,32.28,29.85,0
71.06,31.16,29.87,0
71.06,27.63,29.88,0
69.08,27.32,29.9,0
66.02,30.35,29.92,0
66.02,31.68,29.93,0
64.04,33.94,29.93,0
60.98,44.19,29.93,0
60.08,47.25,29.93,0
59.0,49.1,29.93,0
59.0,51.21,29.93,0
57.02,66.67,29.93,0
55.04,71.62,29.93,0
55.94,69.32,29.93,0
55.94,66.54,29.95,0
55.94,57.16,29.97,0
59.0,47.41,29.95,0
60.98,45.77,29.93,0
66.92,40.43,29.9,0
66.92,45.14,29.88,0
68.0,46.88,29.86,0
68.0,58.85,29.82,0
68.0,58.85,29.79,0
69.08,56.72,29.76,0
68.0,58.85,29.74,0
66.92,58.71,29.73,0
66.02,58.58,29.72,0
64.04,64.88,29.72,0
62.06,69.55,29.72,0
62.06,69.55,29.71,0
62.06,69.55,29.68,0
62.96,70.11,29.66,0
62.06,72.36,29.66,0
59.0,77.52,29.64,0
57.92,80.58,29.62,0
57.02,80.51,29.6,0
57.02,80.51,29.59,0
57.92,80.58,29.61,0
57.92,80.58,29.62,0
66.92,65.66,29.62,0
71.96,55.28,29.6,0
73.94,49.73,29.6,0
73.04,51.25,29.61,0
75.02,46.41,29.6,0
78.08,41.94,29.59,0
77.0,43.46,29.57,0
77.0,44.92,29.56,0
75.92,45.04,29.56,0
78.08,43.35,29.53,0
71.06,63.24,29.59,1
68.0,67.96,29.65,1
62.06,72.36,29.69,1
62.96,48.04,29.73,1
62.06,33.62,29.77,0
60.08,34.52,29.8,1
59.0,34.34,29.8,1
59.0,33.11,29.84,0
57.92,29.24,29.85,0
57.02,31.35,29.89,0
55.04,38.19,29.91,0
53.06,41.05,29.92,0
53.06,41.05,29.94,0
51.98,44.3,29.96,0
53.96,41.2,29.99,0
57.02,36.87,30.01,0
60.08,23.82,30.01,0
62.06,17.23,30.0,0
62.96,14.61,29.99,0
64.94,13.63,29.97,0
69.08,12.89,29.94,0
68.0,14.01,29.92,0
66.02,16.98,29.91,0
62.96,21.52,29.91,0
62.06,26.2,29.88,0
60.98,32.01,29.88,0
60.08,36.06,29.89,0
60.08,34.52,29.92,0
60.08,29.38,29.91,0
59.0,30.53,29.91,0
59.0,30.53,29.9,0
57.02,32.78,29.89,0
57.02,31.35,29.87,0
57.02,32.78,29.86,0
55.94,34.08,29.85,0
55.94,34.08,29.85,0
55.94,35.36,29.83,0
55.94,35.36,29.84,0
57.02,35.55,29.84,0
57.92,37.29,29.83,0
60.08,36.06,29.83,0
64.04,33.94,29.84,0
64.94,32.89,29.79,0
69.98,27.66,29.76,0
71.06,26.66,29.72,0
66.92,40.43,29.69,0
64.94,46.72,29.65,0
66.92,47.03,29.61,0
64.94,52.11,29.61,0
59.0,53.39,29.65,0
55.94,54.81,29.66,0
51.08,68.29,29.74,1
46.94,83.1,29.78,1
44.96,85.9,29.8,1
44.06,88.9,29.77,1
44.06,85.25,29.79,0
44.06,78.9,29.8,0
44.06,78.9,29.8,0
44.06,76.16,29.8,0
42.98,70.29,29.82,0
42.08,67.2,29.87,0
41.0,67.07,29.89,0
42.08,59.34,29.94,0
42.98,48.67,29.95,0
44.96,38.19,29.96,0
46.04,38.09,29.96,0
48.02,29.84,29.98,0
46.04,32.16,29.99,0
48.92,28.86,29.99,0
48.02,26.33,29.99,0
50.0,25.44,30.01,0
48.02,26.33,30.03,0
50.0,24.46,30.06,0
46.94,32.56,30.08,0
46.04,32.16,30.11,0
44.96,32.22,30.15,0
44.06,31.82,30.16,0
44.06,33.35,30.17,0
42.98,36.13,30.18,0
42.08,39.18,30.18,0
41.0,40.85,30.19,0
41.0,42.46,30.2,0
41.0,42.46,30.21,0
41.0,42.46,30.21,0
39.92,46.36,30.22,0
41.0,48.34,30.2,0
42.98,44.79,30.2,0
46.04,41.71,30.2,0
48.92,40.65,30.2,0
51.08,38.94,30.19,0
53.06,30.69,30.17,0
51.08,34.54,30.16,0
50.0,35.96,30.16,0
48.92,45.78,30.14,0
46.94,51.53,30.12,0
48.02,37.0,30.05,0
48.02,38.71,30.04,0
46.94,51.53,30.01,0
44.06,72.97,29.94,1
44.96,68.04,29.89,1
44.06,72.97,29.86,1
41.0,88.75,29.76,1
42.08,91.98,29.67,1
42.98,92.65,29.57,1
44.06,92.69,29.46,1
44.06,95.95,29.41,1
44.96,92.72,29.33,1
44.96,96.63,29.32,1
39.02,95.86,29.36,1
39.92,89.33,29.4,1
41.0,88.75,29.45,0
42.08,78.73,29.47,0
44.06,67.44,29.51,0
44.96,55.54,29.55,0
46.04,57.77,29.58,0
46.04,45.3,29.6,1
46.04,45.3,29.63,0
48.02,42.05,29.65,0
48.02,42.05,29.66,0
48.02,38.71,29.68,0
46.94,43.79,29.69,0
46.94,49.31,29.73,0
44.96,53.15,29.76,1
44.06,53.01,29.8,0
44.06,53.01,29.82,0
44.06,50.7,29.85,0
42.98,50.9,29.87,0
42.98,48.67,29.9,0
42.08,52.7,29.92,0
42.08,50.38,29.94,0
42.08,52.7,29.98,0
42.08,54.7,30.01,0
44.06,44.97,30.04,0
44.06,44.97,30.09,0
44.96,43.46,30.13,0
46.94,38.53,30.15,0
48.02,34.02,30.16,0
50.0,32.83,30.18,0
51.98,31.93,30.18,0
55.04,27.28,30.18,0
57.02,25.39,30.19,0
57.92,23.66,30.19,0
59.0,21.74,30.2,0
59.0,20.92,30.2,0
59.0,22.77,30.22,0
57.92,21.74,30.23,0
57.02,22.46,30.26,0
51.98,48.34,30.28,0
51.08,54.09,30.31,0
50.0,58.34,30.32,0
48.02,62.82,30.33,0
48.92,65.67,30.33,0
46.94,73.79,30.33,0
46.94,70.74,30.32,0
44.96,79.54,30.33,0
46.04,82.46,30.34,0
44.96,85.9,30.34,0
46.04,82.46,30.35,0
50.0,68.16,30.36,0
48.92,58.61,30.36,0
55.94,41.83,30.35,0
55.94,41.83,30.34,0
57.92,38.95,30.33,0
57.02,36.87,30.31,0
59.0,33.11,30.27,0
55.94,41.83,30.26,0
55.04,48.48,30.21,0
53.06,54.38,30.19,0
53.06,56.34,30.19,0
51.98,63.34,30.18,0
53.96,58.91,30.18,0
53.96,58.91,30.18,0
53.96,61.43,30.18,0
55.04,56.63,30.18,0
55.04,54.68,30.18,0
55.04,54.68,30.18,0
55.94,54.81,30.18,0
55.04,56.63,30.17,0
55.94,54.81,30.16,0
53.96,58.91,30.16,0
53.96,61.43,30.17,0
53.96,64.04,30.19,0
55.04,66.43,30.21,0
59.0,59.61,30.22,0
60.98,44.19,30.22,0
62.06,36.39,30.23,0
64.04,26.51,30.22,0
66.92,20.37,30.21,0
69.08,14.71,30.2,0
66.92,15.84,30.18,0
69.08,17.41,30.17,0
69.08,18.21,30.17,0
68.0,17.26,30.18,0
66.02,20.24,30.19,0
64.04,21.68,30.21,0
62.06,24.13,30.22,0
60.98,26.22,30.24,0
59.0,29.2,30.25,0
57.02,34.01,30.25,0
55.04,36.54,30.27,0
55.04,35.21,30.26,0
53.06,39.28,30.24,0
53.06,39.28,30.24,0
51.08,44.15,30.25,0
51.08,44.15,30.25,0
51.98,40.87,30.27,0
53.06,37.85,30.28,0
53.96,38.0,30.27,0
55.94,35.36,30.28,0
57.92,32.93,30.26,0
59.0,30.53,30.23,0
60.08,29.38,30.22,0
64.94,26.85,30.19,0
62.06,29.7,30.16,0
62.96,29.85,30.13,0
62.06,32.19,30.11,0
59.0,38.85,30.11,0
57.02,45.13,30.1,0
57.02,45.13,30.09,0
55.94,48.97,30.11,0
57.02,45.13,30.12,0
57.02,48.79,30.12,0
55.94,54.81,30.11,0
55.04,54.68,30.1,0
55.04,50.59,30.09,0
53.96,58.91,30.07,0
53.06,63.48,30.06,0
53.06,56.34,30.07,0
51.98,61.16,30.08,0
53.06,66.19,30.09,0
53.96,56.88,30.1,0
55.94,50.73,30.1,0
60.98,34.92,30.1,0
60.08,33.05,30.11,0
60.98,33.44,30.11,0
60.98,36.21,30.11,0
60.98,30.86,30.1,0
60.98,30.86,30.1,0
60.08,31.86,30.09,0
57.02,34.01,30.09,0
55.04,38.19,30.09,0
53.06,37.85,30.1,0
51.08,38.94,30.1,0
50.0,43.97,30.1,0
48.92,38.87,30.1,0
48.92,40.65,30.08,0
48.92,37.43,30.07,0
48.92,40.65,30.07,0
48.02,47.35,30.07,0
48.02,53.62,30.06,0
46.94,55.84,30.05,0
46.94,60.46,30.07,0
46.94,63.13,30.08,0
48.02,60.61,30.09,0
50.0,60.89,30.1,0
51.08,56.05,30.11,0
51.98,52.32,30.11,0
55.04,41.38,30.11,0
55.94,43.36,30.12,0
57.02,30.2,30.13,0
57.92,38.95,30.13,0
57.92,34.41,30.12,0
57.02,41.71,30.11,0
57.02,45.13,30.11,0
55.94,46.92,30.1,0
55.04,44.8,30.08,0
53.96,46.6,30.08,0
53.06,50.28,30.08,0
53.06,54.38,30.08,0
53.06,54.38,30.07,0
51.98,56.59,30.05,0
53.06,58.78,30.04,0
53.06,60.88,30.02,0
53.06,60.88,30.0,0
53.06,66.19,29.99,0
53.06,71.41,29.99,0
53.06,73.9,29.98,0
53.06,76.99,29.98,0
51.98,82.88,29.97,0
51.98,86.31,29.96,0
53.06,82.95,29.94,0
53.96,83.02,29.93,0
55.04,77.17,29.91,0
55.94,77.25,29.89,0
57.02,74.3,29.86,0
57.02,74.3,29.86,0
57.02,80.51,29.84,0
59.0,74.99,29.83,0
57.02,77.35,29.83,1
57.02,83.23,29.83,1
57.02,89.49,29.83,1
57.02,89.49,29.81,1
57.02,89.49,29.8,1
57.02,89.49,29.78,1
57.92,90.12,29.78,1
57.92,86.65,29.77,0
53.06,71.41,29.79,0
51.08,68.29,29.79,0
50.0,58.34,29.8,0
48.92,58.61,29.81,0
48.02,53.62,29.82,0
48.02,47.35,29.82,0
48.92,44.12,29.82,0
50.0,42.38,29.81,0
51.98,36.29,29.8,0
53.06,33.35,29.78,0
53.96,31.07,29.77,0
57.02,28.88,29.75,0
51.98,33.42,29.76,0
53.06,26.95,29.77,0
53.96,27.31,29.77,0
51.98,29.37,29.78,0
48.92,35.77,29.8,0
48.92,32.9,29.81,0
46.94,38.53,29.83,0
44.96,38.19,29.85,0
44.06,41.06,29.88,0
42.98,42.79,29.88,0
42.08,42.64,29.88,0
41.0,44.46,29.87,0
41.0,46.19,29.86,0
41.0,48.34,29.85,0
41.0,50.59,29.85,0
41.0,50.59,29.84,0
39.92,50.41,29.85,0
39.92,48.17,29.87,0
41.0,46.19,29.89,0
42.98,39.34,29.89,0
46.04,35.01,29.88,0
48.92,27.75,29.87,0
51.98,21.68,29.87,0
51.98,18.18,29.84,0
53.96,15.46,29.82,0
55.04,12.93,29.81,0
57.02,11.45,29.81,0
55.94,10.86,29.8,0
55.04,11.8,29.81,0
53.96,12.8,29.83,0
51.08,15.71,29.86,0
50.0,17.89,29.89,0
48.02,21.06,29.93,0
46.94,20.9,29.95,0
46.04,21.62,29.96,0
44.06,25.48,29.95,0
44.06,24.47,29.94,0
42.98,27.86,29.94,0
42.08,28.84,29.95,0
42.08,30.01,29.95,0
41.0,32.82,29.96,0
41.0,31.29,29.97,0
42.98,30.41,29.98,0
44.96,25.83,29.97,0
46.94,20.06,29.96,0
50.0,16.35,29.95,0
55.04,12.93,29.93,0
59.0,11.21,29.9,0
59.0,10.23,29.87,0
60.98,9.94,29.86,0
62.06,10.06,29.85,0
62.06,9.57,29.85,0
60.98,9.07,29.85,0
60.08,9.36,29.86,0
57.92,11.09,29.88,0
55.94,14.39,29.92,0
55.04,15.48,29.95,0
53.06,19.87,29.97,0
51.08,22.41,29.97,0
50.0,24.46,30.0,0
48.02,26.33,29.99,0
48.02,28.71,29.98,0
46.04,29.51,29.98,0
44.96,32.22,29.98,0
44.96,32.22,29.99,0
44.96,36.47,30.01,0
46.94,32.56,30.01,0
50.0,27.72,30.0,0
53.96,21.98,29.99,0
55.94,17.89,29.97,0
60.08,16.95,29.96,0
62.06,16.44,29.95,0
62.96,15.93,29.92,0
66.02,15.0,29.9,0
66.92,14.54,29.88,0
66.02,13.77,29.89,0
66.02,15.0,29.89,0
60.98,25.07,29.9,0
57.92,23.66,29.92,0
57.02,24.44,29.94,0
57.02,26.58,29.96,0
55.04,29.88,29.95,0
53.96,33.75,29.95,0
53.06,46.46,29.95,0
51.08,54.09,29.95,0
50.0,60.89,29.96,0
48.02,65.56,29.95,0
48.02,65.56,29.96,0
48.92,54.15,29.97,0
50.0,47.67,29.99,0
53.96,36.63,29.99,0
57.02,32.78,30.0,0
59.0,31.68,29.99,0
62.96,26.54,30.0,0
64.94,21.82,29.99,0
66.92,17.91,29.97,0
68.0,22.28,29.95,0
64.94,24.76,29.93,0
64.04,24.44,29.93,0
62.06,28.42,29.93,0
60.08,37.38,29.92,0
57.92,38.95,29.9,0
57.92,47.24,29.9,0
57.02,54.97,29.93,0
55.04,74.1,29.94,1
55.94,71.72,29.93,1
55.94,71.72,29.92,0
55.94,62.48,29.89,1
55.94,59.6,29.89,0
53.96,69.1,29.89,1
53.06,76.99,29.89,1
51.98,96.73,29.91,1
51.98,92.94,29.92,1
53.06,92.97,29.9,0
53.96,89.96,29.89,0
53.96,93.0,29.9,1
53.96,93.0,29.89,1
53.96,93.0,29.88,1
53.96,93.0,29.87,0
53.06,89.32,29.88,0
53.06,92.97,29.88,1
53.06,92.97,29.88,1
53.06,92.97,29.89,0
53.06,92.97,29.91,0
53.96,89.96,29.92,0
53.06,89.32,29.94,0
53.06,85.8,29.95,0
53.06,85.8,29.96,0
51.98,86.31,29.96,0
51.98,86.31,29.97,0
51.98,86.31,29.98,0
51.08,85.68,29.99,0
51.98,82.88,30.0,0
53.96,74.5,30.01,0
55.94,69.32,30.02,0
57.92,66.78,30.03,0
59.0,64.25,30.03,0
59.0,62.1,30.03,0
60.98,57.88,30.02,0
60.98,57.88,30.02,0
62.06,55.71,30.01,0
60.98,57.88,30.01,0
57.92,61.96,30.01,0
57.02,66.67,30.0,0
55.94,69.32,30.0,0
53.96,77.07,29.97,0
55.04,68.75,29.96,0
53.06,76.99,29.97,0
53.06,76.99,29.97,0
51.08,85.68,29.96,0
51.08,85.68,29.95,0
50.0,89.18,29.93,0
50.0,89.18,29.91,0
50.0,89.18,29.91,1
50.0,92.87,29.88,1
50.0,92.87,29.89,1
50.0,96.06,29.86,1
51.08,92.29,29.84,1
51.08,92.29,29.86,1
51.98,96.73,29.84,1
51.98,92.94,29.85,1
53.96,89.96,29.84,0
55.04,89.41,29.83,0
57.02,83.23,29.81,0
57.92,83.84,29.79,0
62.96,72.45,29.78,0
62.96,72.45,29.77,0
64.94,70.32,29.77,0
64.04,69.77,29.77,0
64.04,72.57,29.78,0
62.96,75.36,29.81,0
62.96,72.45,29.83,0
62.06,74.78,29.85,0
60.98,75.18,29.86,0
60.08,74.59,29.88,0
59.0,74.99,29.87,0
59.0,74.99,29.87,0
57.92,74.88,29.88,0
57.02,77.35,29.89,0
55.94,77.25,29.89,0
57.02,74.3,29.92,0
57.92,69.55,29.94,0
60.08,59.76,29.97,0
62.06,55.71,29.97,0
62.96,50.06,29.96,0
66.02,43.18,29.95,0
71.06,32.28,29.93,0
71.06,33.66,29.92,0
71.06,35.09,29.91,0
73.94,32.97,29.88,0
71.06,29.87,29.86,0
69.08,38.86,29.87,0
66.02,43.18,29.88,0
64.04,46.25,29.88,0
64.04,46.25,29.87,0
64.04,46.25,29.88,0
62.96,51.81,29.89,0
60.98,59.88,29.88,0
60.98,59.88,29.85,0
60.08,59.76,29.84,0
60.08,61.82,29.84,0
59.0,66.91,29.85,0
59.0,66.91,29.83,0
59.0,66.91,29.82,0
57.92,74.88,29.83,0
57.02,86.6,29.84,1
57.02,93.09,29.84,1
55.94,93.05,29.82,1
57.02,93.09,29.81,1
57.02,89.49,29.82,1
57.92,90.12,29.79,1
57.02,93.09,29.78,1
55.94,90.04,29.78,1
53.06,89.32,29.75,1
51.98,89.27,29.74,1
51.08,92.29,29.71,1
50.0,92.87,29.7,1
50.0,96.06,29.71,1
50.0,92.87,29.71,1
50.0,92.87,29.71,1
50.0,92.87,29.69,1
48.92,96.69,29.68,1
48.92,96.69,29.65,1
50.0,92.87,29.62,1
50.0,92.87,29.59,1
50.0,96.06,29.6,1
50.0,96.06,29.62,1
50.0,92.87,29.62,1
50.0,92.87,29.63,1
50.0,92.87,29.63,1
50.0,92.87,29.65,1
48.02,92.81,29.66,1
46.94,92.78,29.68,1
46.94,92.78,29.7,1
46.94,96.66,29.72,1
46.04,92.75,29.72,1
48.02,92.81,29.74,1
46.04,88.99,29.74,1
46.04,82.46,29.76,1
46.94,76.43,29.77,1
46.04,76.34,29.79,1
46.04,73.18,29.82,1
46.94,65.42,29.85,0
46.94,58.32,29.85,1
46.04,55.3,29.87,1
44.96,62.86,29.87,1
46.04,57.77,29.86,1
44.96,60.19,29.85,1
46.04,60.34,29.86,1
46.04,60.34,29.86,1
46.04,62.55,29.87,1
46.04,62.55,29.9,1
46.94,60.46,29.91,1
46.94,63.13,29.93,1
50.0,49.8,29.95,1
51.98,46.28,29.97,0
53.06,46.46,29.97,0
57.02,41.71,29.96,0
57.92,38.95,29.96,0
57.92,37.29,29.95,0
57.92,35.7,29.95,0
57.02,32.78,29.95,0
55.94,34.08,29.96,0
55.94,28.92,29.97,0
55.04,28.55,30.0,0
53.96,33.75,30.01,0
53.06,41.05,30.03,0
51.98,42.71,30.03,0
51.98,26.98,30.03,0
50.0,29.04,30.03,0
48.92,30.23,30.02,0
48.02,34.02,30.01,0
46.94,35.43,30.01,0
46.94,33.84,30.01,0
46.94,33.84,30.03,0
46.94,36.81,30.05,0
48.92,32.9,30.07,0
51.98,31.93,30.08,0
55.94,24.27,30.08,0
60.08,21.91,30.08,0
62.96,23.38,30.08,0
64.94,21.82,30.07,0
68.0,19.63,30.06,0
68.0,18.06,30.05,0
69.08,16.63,30.05,0
69.08,17.41,30.06,0
66.92,19.62,30.08,0
64.04,19.79,30.1,0
62.96,19.79,30.12,0
60.98,15.66,30.14,0
60.08,12.92,30.16,0
57.02,13.84,30.16,0
55.94,13.7,30.17,0
53.96,14.72,30.16,0
53.06,15.22,30.15,0
51.98,17.32,30.14,0
51.98,20.67,30.14,0
53.06,25.93,30.15,0
53.06,26.95,30.16,0
53.96,28.37,30.19,0
55.04,29.88,30.21,0
57.92,27.96,30.21,0
62.06,27.39,30.22,0
64.94,21.82,30.21,0
69.08,23.28,30.2,0
69.98,20.82,30.18,0
69.98,19.18,30.16,0
71.96,20.2,30.15,0
71.06,19.2,30.15,0
68.0,19.63,30.15,0
68.0,21.31,30.15,0
66.02,20.24,30.16,0
62.96,26.54,30.17,0
62.96,22.51,30.19,0
59.0,28.13,30.2,0
57.92,29.24,30.19,0
55.94,38.34,30.18,0
57.02,25.39,30.17,0
57.02,22.46,30.15,0
55.04,27.28,30.14,0
53.96,28.37,30.13,0
53.96,29.7,30.12,0
53.96,29.7,30.12,0
53.96,32.27,30.13,0
55.94,31.41,30.14,0
59.0,29.2,30.14,0
62.06,34.85,30.14,0
62.06,37.71,30.14,0
64.04,41.1,30.14,0
68.0,38.95,30.13,0
71.06,42.23,30.11,0
73.04,38.18,30.1,0
73.04,39.5,30.08,0
73.94,37.05,30.08,0
73.04,38.18,30.08,0
71.96,42.66,30.08,0
68.0,54.71,30.08,0
64.94,58.43,30.09,0
60.08,66.59,30.12,0
59.0,69.2,30.11,0
59.0,69.2,30.11,0
57.92,74.88,30.1,0
57.92,77.94,30.1,0
59.0,74.99,30.09,0
59.0,74.99,30.1,0
60.08,72.16,30.09,0
60.08,72.16,30.11,0
60.98,72.25,30.13,0
62.06,67.27,30.14,0
62.06,69.55,30.16,0
62.96,72.45,30.17,0
64.04,72.57,30.18,0
64.94,72.66,30.18,0
69.98,63.51,30.16,0
73.94,57.39,30.16,0
73.94,57.39,30.16,0
73.04,59.15,30.15,0
73.94,57.39,30.15,0
73.04,61.48,30.14,0
69.98,63.51,30.15,0
64.94,75.55,30.15,0
62.96,80.96,30.15,0
62.96,83.62,30.15,0
62.96,86.92,30.13,0
62.96,90.33,30.15,0
62.06,89.71,30.14,0
60.98,93.2,30.13,0
60.98,93.2,30.13,0
60.08,92.58,30.13,0
57.92,93.11,30.12,0
57.92,93.11,30.13,0
57.92,93.11,30.15,0
59.0,93.14,30.15,0
60.08,89.63,30.16,0
60.98,89.67,30.17,0
60.98,93.2,30.17,1
62.96,86.92,30.15,0
66.02,81.19,30.13,1
71.06,73.27,30.11,0
69.98,76.01,30.09,0
69.08,78.38,30.07,0
68.0,83.95,30.06,1
69.08,80.9,30.05,1
66.92,90.49,30.04,1
64.94,96.91,30.03,1
62.96,96.88,30.05,0
62.06,96.26,30.06,0
62.06,96.26,30.07,0
60.98,96.86,30.04,0
60.98,96.86,30.03,0
60.08,96.23,30.01,0
60.98,96.86,30.01,0
60.98,96.86,30.01,0
60.98,96.86,29.98,0
60.98,96.86,29.99,0
60.98,96.86,30.0,0
62.06,96.26,29.99,0
64.04,93.29,29.99,0
66.92,87.13,29.98,0
69.08,84.02,29.96,0
71.96,76.19,29.94,0
71.06,78.54,29.92,0
71.06,78.54,29.92,0
69.08,80.9,29.9,0
64.94,96.91,29.86,1
64.04,96.29,29.85,1
64.94,96.91,29.83,1
62.96,96.88,29.82,1
62.06,96.26,29.82,0
60.98,96.86,29.82,0
60.98,96.86,29.82,1
60.98,96.86,29.81,1
60.98,96.86,29.81,0
60.08,100.0,29.79,1
60.08,100.0,29.78,1
60.08,100.0,29.76,1
60.98,96.86,29.76,0
62.06,96.26,29.76,0
62.06,96.26,29.76,0
62.06,100.0,29.77,0
62.96,96.88,29.78,0
64.94,93.31,29.77,0
66.02,89.88,29.77,0
66.92,90.49,29.76,0
71.06,75.63,29.74,0
73.04,70.74,29.72,0
75.92,64.25,29.69,0
73.94,68.63,29.67,0
71.96,73.36,29.66,0
71.06,73.27,29.65,0
69.98,73.16,29.64,0
69.08,75.44,29.65,0
68.0,78.29,29.67,0
66.92,81.25,29.68,0
66.02,81.19,29.68,0
64.94,81.11,29.67,0
64.94,84.29,29.65,0
68.0,81.33,29.64,0
68.0,83.95,29.62,0
66.92,87.13,29.62,0
66.92,87.13,29.61,0
68.0,87.18,29.6,0
69.08,84.02,29.59,0
71.06,81.04,29.58,0
71.96,76.19,29.58,0
71.96,76.19,29.57,0
73.04,73.46,29.57,0
73.04,73.46,29.55,0
73.04,73.46,29.53,0
66.92,90.49,29.49,1
69.08,84.02,29.45,1
71.06,70.53,29.4,0
71.96,71.07,29.4,0
73.04,75.81,29.4,1
69.98,65.6,29.42,1
68.0,72.97,29.46,1
64.94,87.02,29.44,1
64.94,87.02,29.49,0
64.94,84.29,29.52,0
62.06,67.27,29.55,0
60.98,62.36,29.58,0
60.08,57.36,29.58,0
59.0,64.25,29.58,0
57.92,66.78,29.59,0
57.92,69.55,29.61,0
57.02,71.83,29.61,0
57.92,71.93,29.62,0
60.08,66.59,29.64,0
64.94,54.27,29.63,0
68.0,48.82,29.62,0
73.04,36.65,29.59,0
73.04,33.98,29.56,0
75.02,29.46,29.56,0
75.02,29.46,29.58,0
75.02,29.46,29.59,0
73.04,26.97,29.61,0
71.06,27.63,29.65,0
66.92,34.42,29.7,0
64.04,39.68,29.73,0
62.96,38.13,29.74,0
60.98,40.88,29.76,0
60.08,43.73,29.77,0
59.0,47.41,29.77,0
57.92,51.04,29.78,0
57.02,54.97,29.79,0
55.94,57.16,29.8,0
55.94,57.16,29.82,0
55.94,59.6,29.83,0
57.02,52.72,29.84,0
59.0,49.1,29.86,0
60.98,42.36,29.86,0
62.06,40.77,29.85,0
66.02,37.04,29.84,0
68.0,34.59,29.81,0
69.08,27.32,29.8,0
69.98,27.66,29.79,0
71.06,26.66,29.77,0
71.06,28.83,29.76,0
71.06,27.63,29.75,0
66.02,45.0,29.72,0
64.94,48.35,29.71,0
